,Species,Owner,Country.of.Origin,Farm.Name,Lot.Number,Mill,ICO.Number,Company,Altitude,Region,Producer,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points
751,Arabica,sergio de la vequia bernardi,Mexico,chilcuatla,,cafetalera la cuchilla,1102751473,,1100,veracruz,SERGIO DE LA VEQUIA BERNARDI,7.33,7.58,7.42,7.67,7.33,7.5,10,10,10,7.42,82.25
752,Arabica,organizaciones de productores de cafe colimense,Mexico,comunidad de canoas,,productos organicos de canoas spr de rl,2671,organizaciones de productores de cafe colimense sa de cv,900,canoas,COOP,7.42,7.5,7.42,7.58,7.42,7.5,10,10,10,7.42,82.25
753,Arabica,exportadora de cafe condor s.a,Colombia,,,trilladora boananza,3-68-0088,exportadora de cafe condor s.a,1750,huila,,7.5,7.42,7.67,7.33,7.58,7.33,10,10,10,7.42,82.25
754,Arabica,racafe & cia s.c.a,Colombia,,,,3-37-0663,c.i.racafe & cia s.c.a,de 1600 a 1950 msnm,huila,La Plata,7.67,7.33,7.33,7.33,7.5,7.5,10,10,10,7.58,82.25
755,Arabica,nucoffee,Brazil,caxambu,,,002/1251/0183,nucoffee,,,Carmem Lucia Chaves de Brito,7.67,7.58,7.42,7,7.5,7.58,10,10,10,7.5,82.25
756,Arabica,racafe & cia s.c.a,Colombia,,,,3-37-1979,,,cauca,,7.17,7.25,7.58,7.25,7.58,7.67,10,10,10,7.75,82.25
757,Arabica,ipanema coffees,Brazil,fazenda capoeirnha,007/16C,dry mill,002/1660/0105,ipanema coffees,934,south of minas,Ipanema Agricola,7.42,7.42,7.5,7.42,7.42,7.5,10,10,10,7.5,82.17
758,Arabica,bismarck castro,Honduras,las cuchillas,118,dry mill,13-111-054,cigrah s.a de c.v,1500,comayagua,Nahun Maldonado,7.5,7.5,7.17,7.42,7.5,7.5,10,10,10,7.58,82.17
759,Arabica,"bencafe, s. a.",Nicaragua,el brigadum - la coronela,017/105/16042,dry mill,16042,"beneficiadora norteña de cafe, s. a. (bencafe)",1000,jinotega,MARCIO ALBERTO RIVERA CASTELLON,7.5,7.5,7.33,7.42,7.5,7.42,10,10,10,7.5,82.17
760,Arabica,langiro farm group,"Tanzania, United Republic Of",langiro farm group,,mbinga,CA058,tawoca,1500-1800,ruvuma,Langiro farm group,7.58,7.42,7.42,7.33,7.5,7.42,10,10,10,7.5,82.17
761,Arabica,ibero coffee trading co (t) ltd,"Tanzania, United Republic Of",,,,3881832/P1412427,ibero tanzania,1600,northern,,7.42,7.42,7.42,7.5,7.5,7.33,10,10,10,7.58,82.17
762,Arabica,ipanema coffees,Brazil,rio verde,,ipanema comercial e exportadora sa,002/4177/0164,ipanema coffees,1,south of minas,Ipanema Agrícola SA,6.92,7.58,7.42,7.33,7.83,7.5,10,10,10,7.58,82.17
763,Arabica,doi tung development project,Thailand,,,,49881,doi tung development project,800++,thailand,Doi Tung Development Project,7.42,7.42,7.17,7.75,7.25,7.67,10,10,10,7.5,82.17
764,Arabica,cadexsa,Honduras,bethel,,cadexsa,13-63-206,cadexsa,1350,marcala,Omar Acosta,7.67,7.5,7.25,7.42,7.58,7.42,10,10,10,7.33,82.17
765,Arabica,essencecoffee,Guatemala,blue lake,,,11873168,essence coffee,1500,atitlan,,7.42,7.42,7.5,7.5,7.42,7.5,10,10,10,7.42,82.17
766,Arabica,bourbon specialty coffees,Brazil,,,,002/4542/0274,bourbon specialty coffees,,cerrado,,7.58,7.5,7.42,7.25,7.5,7.42,10,10,10,7.5,82.17
767,Arabica,tembo coffee company ltd,"Tanzania, United Republic Of",ilomba 2,,tembo coffee company ltd,C33,tembo coffee company ltd,1700,"ilomba vilage, mbozi",Tembo Coffee Company Ltd,7.75,7.42,7.42,7.58,7.33,7.42,10,10,10,7.25,82.17
768,Arabica,j.andrade,Mexico,el pino,,"el pino, cosautlan de carvajal",0,"café andrade, s.a. de c.v.",1100,veracruz,JOSÉ LUIS ANDRADE SANDARA,7.42,7.33,7.17,7.42,7.33,8.17,10,10,10,7.33,82.17
769,Arabica,lusso lab,Mexico,,,,NONE,lusso coffee lab,1200-1600m,"la concordia, chiapas",Union Ramal Santa Cruz,7.5,7.5,7.33,7.42,7.5,7.42,10,10,10,7.5,82.17
770,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,song yue coffee 嵩岳咖啡,,song yue coffee 嵩岳咖啡,,blossom valley宸嶧國際,1200 m,yunlin 雲林縣石壁,Guo Zhang Sheng 郭章盛,7.5,7.5,7.5,7.5,7.5,7.5,10,10,10,7.17,82.17
771,Arabica,"lin, che-hao krude 林哲豪",Taiwan,kan tou mountain coffee 崁頭山咖啡館,,kan tou mountain coffee 崁頭山咖啡館,Taiwan,"red on tree co., ltd.",800 m,"dongshan dist., tainan city 臺南市東山區",Jufeng-Tseng 曾如楓,7.67,7.5,7.5,7.17,7.17,7.58,10,10,10,7.58,82.17
772,Arabica,exportadora de cafe condor s.a,Colombia,,,triladora bonanza,3-68-0144,exportadora de cafe condor s.a,1750 msnm,huila,,7.33,7.25,7.25,7.58,7.75,7.5,10,10,10,7.5,82.17
773,Arabica,saul m. hernandez ramirez,Mexico,el nanchi,,"buenas vista, municipio de san bartolo tutotepec",1702764973,,1144,san bartolo tutotepec,AVILA MARTINEZ ADOLFO,7.5,7.67,7,7.5,7.33,7.5,10,10,10,7.67,82.17
774,Arabica,the coffee source inc.,Guatemala,,,,11/00183/00020,the coffee source inc.,1350,oriente,Several producers,7.25,7.75,7,7.75,8.17,7.75,10,10,9.33,7.17,82.17
775,Arabica,salvador caro carrion,Mexico,las truchas,,las truchas,3196666,,1000,altotonga,SALVADOR CARO CARRION,7.5,7.58,7.25,7.5,7.5,7.33,10,10,10,7.5,82.17
776,Arabica,organizaciones de productores de cafe colimense,Mexico,"la calera, barranca de la leona, el nogal",,beneficio productores organicos de cnoas s.p.r. de r.l.,"70381402, 70381402, 703815394",organizaciones de productores de cafe colimense sa de cv,1200,colima,"OSCAR TORRES OCHOCA, GENARO MATA CAMBEROS, MANUEL DUARTE MUNGUIA",7,7.67,7.5,7.5,7.42,7.5,10,10,10,7.58,82.17
777,Arabica,exportadora de cafe condor s.a,Colombia,,,trilladora bonanza - armenia quindioa,3-68-0154,,1800 msnm,huila,,7.58,7.67,7.42,7.17,7.17,7.75,10,10,10,7.42,82.17
778,Arabica,sanjava coffee,Indonesia,various,SRAN-Gayo,bener meriah - gayo,,pt. shriya artha nusantara,1300,aceh gayo,Various Farms,7.5,7.5,7.42,7.42,7.5,7.42,10,10,10,7.33,82.08
779,Arabica,raúl vargas,Colombia,,2,san josé / neiva,03-05-0846,skn caribecafe ltda,,huila,,7.75,7.58,7.42,7.67,7.83,7.58,9.33,9.33,10,7.58,82.08
780,Arabica,ipanema coffees,Brazil,fazenda capoeirnha,007/16B,dry mill,002/1660/0105,ipanema coffees,894,south of minas,Ipanema Agricola,7.42,7.58,7.42,7.5,7.42,7.25,10,10,10,7.5,82.08
781,Arabica,ipanema coffees,Brazil,rio verde,,ipanema comercial e exportadora sa,002/4177/0150,ipanema coffees,1,south of minas,Ipanema Agrícola SA,7.25,7.25,7.58,7.58,7.25,7.92,10,10,10,7.25,82.08
782,Arabica,"cafetalera internacional cafinter, s.a.",Costa Rica,el patalillo,,el patalillo,5-019-0060,"cafetalera internacional cafinter, s.a.",1200-1400 masl,tres rios,JOSE FRANCISCO GONZALEZ,7.75,7.42,7.42,7.25,7.17,7.42,10,10,10,7.67,82.08
783,Arabica,balam hinyula,"Tanzania, United Republic Of",ampcg,,dae ltd,4,volcafe/taylorwinch tanzania ltd,1500,kilimanjaro,AMPCG,7.42,7.33,7.42,7.42,7.5,7.58,10,10,10,7.42,82.08
784,Arabica,ngorogoro convenant estate,"Tanzania, United Republic Of",ngorogoro convenant estate,,ngorogoro convenant estate,C19,ngorogoro convenant estate,1500 - 1700,ngorogoro,Ngorogoro Convenant Estate,7.42,7.5,7.5,7.33,7.33,7.5,10,10,10,7.5,82.08
785,Arabica,cafe politico,Colombia,,,,3-59-1656,cafe politico,,,,7.5,7.42,7.42,7.42,7.67,7.42,10,10,10,7.25,82.08
786,Arabica,"ceca, s.a.",Costa Rica,cafetalera aquiares,,cafetalera aquiares,5-025-0101,"ceca,s.a.",1.3,turrialba,Cafetalera Aquiares,7.58,7.33,7.33,7.33,7.5,7.67,10,10,10,7.33,82.08
787,Arabica,kona pacific farmers cooperative,United States (Hawaii),,,,230035,kona pacific farmers cooperative,,kona,,7.25,7.58,7.58,7.25,7.5,7.42,10,10,10,7.5,82.08
788,Arabica,"el equimite, cafetal biodinámico",Mexico,"cafetal el equimite, rancho agroecológico",,"cafetal el equimite, rancho agroecológico",0,,1300,coatepec,GIBRAN LEONARDO CERVANTES COVARRUBIAS,7.42,7.58,7.5,7.33,7.42,7.42,10,10,10,7.42,82.08
789,Arabica,julio perez hernandez,Mexico,,,"tapachula, chiapas",0,indigenas de la sierra madre de motozintla san isidro labrador s. de s.s.,1800,tapachula,ISMAM SAN ISIDRO LABRADOR S. DE S.S.,7.5,7.42,7.42,7.5,7.25,7.5,10,10,10,7.5,82.08
790,Arabica,rosa aurora falcon fernandez,Mexico,bola de oro,,"coatepec, ver",1104362837,,1250,coatepec,ROSA AURORA FALCON FERNANDEZ,7.67,7.5,7.25,7.58,7.42,7.33,10,10,10,7.33,82.08
791,Arabica,royal base corporation,Vietnam,"apollo co., ltd.",,"apollo co., ltd.",,royal base corporation,1040m,don duong,"Apollo Co., LTd.",7.67,8,7.17,07.08,7.67,07.08,10,10,10,7.42,82.08
792,Arabica,sergio de la vequia bernardi,Mexico,tomatlancillo,,cafetalera la cuchilla,1102751467,,1250,veracruz,RAMIRO DE LA VEQUIA BERNARDI,7.58,7.42,7.25,7.75,7.33,7.42,10,10,10,7.33,82.08
793,Arabica,kona pacific farmers cooperative,United States (Hawaii),,,,2200302,cqi,,kona,,7.33,7.5,7.33,7.58,07.08,7.83,10,10,10,7.42,82.08
794,Arabica,carcafe ltda ci,Colombia,,,,3-059-1329,,1600 msnm,cauca,Carlos Pechene / Jesús Pechene / Flor Chacón,7.67,7.42,7.67,7.33,7.25,7.58,10,10,10,7.17,82.08
795,Arabica,bismarck castro,Honduras,las moras,47,cigrah s.a de c.v.,13-111-024,cigrah s.a de c.v,1600,el paraíso,Santos Fonseca,7.5,7.5,7.17,7.5,7.5,7.42,10,10,10,7.42,82
796,Arabica,bismarck castro,Honduras,las moras,47,cigrah s.a de c.v.,13-111-024,cigrah s.a de c.v,1600,guinope el paraíso,Santos Fonseca,7.5,7.5,7.25,7.33,7.42,7.5,10,10,10,7.5,82
797,Arabica,ipanema coffees,Brazil,capoeirinha,007/16G,dry mill,002/1660/0105,ipanema coffees,944,south of minas,Ipanema Agricola,7.5,7.33,7.42,7.5,7.33,7.42,10,10,10,7.5,82
798,Arabica,didas,"Tanzania, United Republic Of",family farm,,,CA006,tawoca,1500-1800,kilimanjaro,Mr & Mrs Didas Mallya,7.67,7.33,7.33,7.42,7.42,7.42,10,10,10,7.42,82
799,Arabica,minwook ku,Laos,club green,,club green,105,kettles coffee roasters,1250m,lao p.d.r.,HanYong Choi,7.42,7.5,7.25,7.33,7.5,7.5,10,10,10,7.5,82
800,Arabica,finca estate,"Tanzania, United Republic Of",finca estate,,finca estate,C42,finca estate,1300- 1400,meru,Finca Estate,7.42,7.42,7.33,7.58,7.33,7.42,10,10,10,7.5,82
801,Arabica,afca,Malawi,chikali,,mzuzu coffee coop union,C120,mzuzu coffee planters coop union,2500m,mzuzu,Mzuzu Coffee Coop Union,7.5,7.42,7.33,7.58,7.33,7.5,10,10,10,7.33,82
802,Arabica,"lin, che-hao krude 林哲豪",Taiwan,"you siang coffee farmtainan, taiwan 台灣台南優香咖啡",,"you siang coffee farmtainan, taiwan 台灣台南優香咖啡",Taiwan,"red on tree co., ltd.",600m,"dongshan dist., tainan city 臺南市東山區",Chen Jin Lin 陳金璘,7.33,7.5,7.17,7.42,7.5,7.33,10,10,10,7.75,82
803,Arabica,doi tung development project,Thailand,,,doi tung development project,10704180,doi tung development project,800++,thailand,Doi Tung Development Project,7.58,7.5,7.42,7.42,7.33,7.42,10,10,10,7.33,82
804,Arabica,eric thormaehlen,Costa Rica,various,,coricafe sa,5-0048-0144,coricafe s.a.,1200-1400,central valley,VARIOS,7.5,7.25,7.33,7.33,7.75,7.5,10,10,10,7.33,82
805,Arabica,beneficio santa rosa,Honduras,bsr,,beneficio santa rosa s.a.,13-123-306,beneficio santa rosa s.a.,1400 m.s.n.m.,occidental,BSR,7.33,7.33,7.33,7.5,7.5,7.83,10,10,10,7.17,82
806,Arabica,racafe & cia s.c.a,Colombia,,,,3-37-2863,racafe & cia s.c.a,1800 - 2000,huila,,7.33,7.33,7.58,7.5,7.5,7.58,10,10,10,7.17,82
807,Arabica,"lin, che-hao krude 林哲豪",Taiwan,gao chun fang 高醇坊,,gao chun fang 高醇坊,Taiwan,"red on tree co., ltd.",600-700 m,"dongshan dist., tainan city 臺南市東山區","Lin Huang, A-Mien 黃阿綿",7.42,7.58,7.33,7.42,8,7.5,9.33,10,10,7.42,82
808,Arabica,owen carver,Brazil,café do paraíso,,café do paraíso,??,café do paraíso,894m - 1183m,"minas gerais, br",Café do Paraíso,7.33,7.67,7.42,7.17,7.33,7.42,10,10,10,7.67,82
809,Arabica,jorge octavio escamilla prado,Mexico,la ceiba,,,1104355254,,940,coscomatepec,JORGE OCTAVIO ESCAMILLA PRADO,7.67,7.33,7.25,7.5,7.42,7.42,10,10,10,7.42,82
810,Arabica,nucoffee,Brazil,campo das flores,,,002/1251/0237,nucoffee,1000m,south of minas,Vander Bonaccorsi,7.42,7.5,7.33,7.5,7.33,7.5,10,10,10,7.42,82
811,Arabica,nucoffee,Brazil,são josé da lagoa,,,002/1251/0240,nucoffee,1050m,cerrado,José Hiroiti,7.42,7.5,7.25,7.5,7.5,7.42,10,10,10,7.42,82
812,Arabica,juan luis alvarado romero,Guatemala,el faro,,,11/08/1990,"elfasa, s.a.",,san marcos,PAUL STAUDER,7.33,7.33,7.33,7.5,7.67,7.67,10,10,10,7.17,82
813,Arabica,nucoffee,Brazil,santa mariana/são vicente,,,001/1251/0253,nucoffee,950m,south of minas,Maria da Gloria Junqueira,7.58,7.5,7.17,7.5,7.5,7.42,10,10,10,7.33,82
814,Arabica,felipe isaza,Guatemala,conquista / morito,,beneficio ixchel,11/23/0238,coffee resources inc.,4600 ft.,oriente,Conquista/Morito,7.75,7.33,7.33,7.42,7.75,7.67,10,10,9.33,7.42,82
815,Arabica,racafe & cia s.c.a,Colombia,,,,3-37-2782,,de 1.600 a 1.950 msn,huila,"Grupo Monserrate, La Plata",7.33,7,07.08,7.42,7.5,7.67,10,10,10,8,82
816,Arabica,juan luis alvarado romero,Guatemala,la esperanza,11/23/0633,beneficio ixchel,11/23/0633,"unex guatemala, s.a.",1901,oriente,"AGRICOLA EL PILAR, S.A.",7.58,7.5,7.25,7.58,7.58,7.5,9.33,10,10,7.58,81.92
817,Arabica,juan luis alvarado romero,Guatemala,las delicias,11/23/0515,beneficio ixchel,11/23/0515,"unex guatemala, s.a.",4000,santa rosa,OTTO BECKER,7.5,7.5,7.25,7.42,7.42,7.42,10,10,10,7.42,81.92
818,Arabica,bismarck castro,Honduras,los hicaques,63,cigrah s.a de c.v.,13-111-022,cigrah s.a de c.v,1400,comayagua,Reinerio Zepeda,7.58,7.5,7.25,7.33,7.42,7.5,10,10,10,7.33,81.92
819,Arabica,gabriel barbara,Brazil,santa bárbara,2016/0002,copag,02 / 143-0 / 0044,volcafe ltda.,1020,monte carmelo,Múcio Cardoso,7.42,7.33,7.33,7.5,7.5,7.33,10,10,10,7.5,81.92
820,Arabica,consejo salvadoreño del café,El Salvador,la esperanza,,san miguel,09-032-86,consejo salvadoreño del café,1250,"el balsamo, quezaltepec","Comercial Exportadora, S.A. de C.V.",7.67,7.58,7.33,7.5,7.5,7.67,10,10,9.33,7.33,81.92
821,Arabica,juan luis alvarado romero,Guatemala,las cebollas y anexos,,la conquista,11-973-59,asociación nacional del café - anacafe -,1300 a 1800 mtrs. a nivel del mar,nuevo oriente,OVIDIO CARDONA,7.58,7.58,7.17,7.83,7.17,7.33,10,10,10,7.25,81.92
822,Arabica,mcomafa co ltd,"Tanzania, United Republic Of",mcomafa farm no1155gr,,mcomafa,C13,mcomafa co. ltd,1877,mbeya,Mcomafa,7.33,7.33,7.33,7.42,7.5,7.58,10,10,10,7.42,81.92
823,Arabica,chris finch,Nicaragua,,,,17/176/0125B,volcafe specialty coffee,,,,7.58,7.42,7.25,7.17,7.5,7.67,10,10,10,7.33,81.92
824,Arabica,lusso lab,Zambia,mubuyu munali,,,-,lusso coffee lab,1000-1500m,mubuyu estate,,7.67,07.08,7.42,7.33,7.75,7.42,10,10,10,7.25,81.92
825,Arabica,rob tuttle,Honduras,,,,13-137-004,thrive farmers,,,,7.42,7.33,7.33,7.58,7.33,7.5,10,10,10,7.42,81.92
826,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,dragon coffee 龍咖啡,,dragon coffee 龍咖啡,,blossom valley宸嶧國際,1000 m,taichung xinshe 台中市新社區,Chen gui jiao 陳桂嬌,7.5,7.5,7.42,7.25,7.5,7.5,10,10,10,7.25,81.92
827,Arabica,calixto guillen vazquez,Mexico,various,,productores de cafes especiales sc,2406,"finca triunfo verde, s.c.",1300,chiapas,VARIOS PRODUCTORES,7.58,7.5,7.25,7.58,7.5,7.25,10,10,10,7.25,81.92
828,Arabica,saul m. hernandez ramirez,Mexico,platanal,,en el plan de guadalupe,1700920709,,981,"chapulhuacan, hidalgo","PONCE RUBIO, VENANCIO",7.5,7.5,7.25,7.25,7.5,7.5,10,10,10,7.42,81.92
829,Arabica,saul m. hernandez ramirez,Mexico,texpanco,,"en chiatipan, municipio de huazalingo",1702772190,,690,"huazalingo, hidalgo","FRANCISCO SAENZ, FERNANDO",7.5,7.42,7.25,7.5,7.33,7.33,10,10,10,7.58,81.92
830,Arabica,juan hermilio sampieri carcamo,Mexico,la laja,,la laja pinillos veracruz,1104402366,,1650,veracruz,JUAN HERMILIO SAMPIERI CARCAMO,7.33,7.58,7.17,7.58,7.42,7.33,10,10,10,7.5,81.92
831,Arabica,modesto landeros flores,Mexico,mata larga,,finca mata larga,0,,1000,fortín de las flores,MODESTO LANDEROS FLORES,7.67,7.42,7.33,7.83,7.5,7.5,9.33,10,10,7.33,81.92
832,Arabica,nucoffee,Brazil,sitío corrego da olaria/são caetano,,,002/1241/0244,nucoffee,1100m,grama valley,Fioravante Malagutti,7.42,7.58,7.25,7.5,7.33,7.5,10,10,10,7.33,81.92
833,Arabica,exportadora de cafe condor s.a,Colombia,,,trilladora bonanza - armenia quindio,3-068-141,,1600 m.s.n.m,cundinamarca,Exportadora de Café Cóndor S.A,7.67,7.33,7.33,7.58,7.33,7.33,10,10,10,7.33,81.92
834,Arabica,juan luis alvarado romero,Guatemala,la esmeralda,11/23/0634,beneficio ixchel,11/23/0634,"unex guatemala, s.a.",518,oriente,JESUS RAMIREZ,7.42,7.5,7.25,7.5,7.33,7.42,10,10,10,7.42,81.83
835,Arabica,troy quimby,Costa Rica,estate la patricia,LP-C211-182,micro beneficio la cabaña-javier meza,,bold coast coffee,1900,tarrazu,Manuel Montero,7.25,7.33,7.5,7.33,7.67,7.42,10,10,10,7.33,81.83
836,Arabica,gabriel barbara,Brazil,helena,2017/001,copag,02/0143-0/0292,volcafe ltda.,973,monte carmelo,Helena Pingnatti Ricci,7.42,7.5,7.42,7.5,7.42,7.25,10,10,10,7.33,81.83
837,Arabica,aulia arif syahri,Indonesia,mudar,BALI INTEN DEWATA,pt. olam indonesia,015/1969/008,pt. olam indonesia,1250,bali,MUDAR,7.75,7.83,7.58,7.75,7.92,7.83,10,10,10,5.17,81.83
838,Arabica,juan luis alvarado romero,Guatemala,chapultepec,11/23/0507,beneficio ixchel,11/23/0507,"unex guatemala, s.a.",3280,norte,CHAPULTEPEC,7.58,7.5,7.33,7.42,7.58,7.25,10,10,10,7.17,81.83
839,Arabica,ipanema coffees,Brazil,rio verde,,ipanema comercial e exportadora sa,002/4177/0150,ipanema coffees,1,south of minas,Ipanema Agrícola SA,7.17,7.58,6.83,7.5,7.75,7.25,10,10,10,7.75,81.83
840,Arabica,ipanema coffees,Brazil,rio verde,,ipanema comercial e exportadora sa,002/4177/0164,ipanema coffees,1,south of minas,Ipanema Agrícola SA,7.58,7,6.92,6.92,7.67,7.5,10,10,10,8.25,81.83
841,Arabica,u mg mg,Myanmar,wat-ka-bu,,,unspecified,,4001,ywar ngan,U Mg Mg,7.33,7.58,7.5,7.42,7.33,7.33,10,10,10,7.33,81.83
842,Arabica,viridiana,Mexico,rancho bonito,,rancho bonito,,agroindustrias unidas de mexico sa de cv,1350-1500,chiapas,MARTINIANO A. MORENO ALVARADO,7.58,7.5,7.33,7.5,7.17,7.33,10,10,10,7.42,81.83
843,Arabica,cadexsa,Honduras,cerro bueno,,cadexsa,13-63-301,cadexsa,1400 msnm,marcala,JOSE OMAR ACOSTA,7.5,7.5,7.33,7.5,7.42,7.25,10,10,10,7.33,81.83
844,Arabica,"cafetalera internacional cafinter, s.a.",Costa Rica,el patalillo,,el patalillo,5-019-0118,"cafetalera internacional cafinter, s.a.",1200-1400 masl,tres rios,JOSE FRANCISCO GONZALEZ,7.67,7.5,7.5,7.25,07.08,7.42,10,10,10,7.42,81.83
845,Arabica,"lin, che-hao krude 林哲豪",Taiwan,gao chun fang 高醇坊,,gao chun fang 高醇坊,Taiwan,taiwan coffee laboratory,700m,"dongshan dist., tainan city 臺南市東山區",LIN SIN JI 林信吉,7.67,7.33,7.17,7.25,7.75,7.33,10,10,10,7.33,81.83
846,Arabica,essencecoffee,Indonesia,dozen small farmer,,,15041753,essence coffee,1300m,lington nihuta,,7.42,7.42,7.42,7.33,7.42,7.42,10,10,10,7.42,81.83
847,Arabica,afca,Malawi,kakoma,,mzuzu coffee coop union,2,mzuzu coffee planters coop union,1556m,kakoma,Mzuzu Coffee Coop Union,7.58,7.42,7.33,7.33,7.33,7.42,10,10,10,7.42,81.83
848,Arabica,ipanema coffees,Brazil,rio verde,,ipanema coffees,002/1660/0065,ipanema coffees,1100,south of minas,Ipanema Agrícola SA,7.33,7.58,7.25,7.17,7.83,7.33,10,10,10,7.33,81.83
849,Arabica,,Honduras,gran manzana y el aguacate,,cigrah sps,13-111-311,cigrah,1350,comayagua,"Tomás Sosa, Juan Damaso",7.5,7.5,7.33,7.33,7.33,7.33,10,10,10,7.5,81.83
850,Arabica,kurt kappeli,Mexico,various,,cafe gourmet de sierra azul sc,0016-2814-0002,globus coffee,1550 meters,"siltepec el triunfo, chiapas, mexico",various small producers,7.42,7.42,7.25,7.5,7.33,7.42,10,10,10,7.5,81.83
851,Arabica,racafe & cia s.c.a,Colombia,,,,3-37-2547,racafe & cia s.c.a,de 1.600 a 1950 msnm,huila,LA PLATA,7.5,7.5,7,7.42,7.5,7.58,10,10,10,7.33,81.83
852,Arabica,kona pacific farmers cooperative,United States (Hawaii),,,,KF315210,kona pacific farmers cooperative,,kona,,7.83,7.83,7.83,8,7.83,7.83,10,6.67,10,8,81.83
853,Arabica,jacques pereira carneiro,Brazil,sertao farm,,armazens gerais cocarive,002/1352/0159,exportadora de cafés carmo de minas ltda,1250,sul de minas,NAZARETH DIAS PEREIRA,7.75,7.75,7.5,7.42,7.83,7.75,9.33,9.33,9.33,7.83,81.83
854,Arabica,juan luis alvarado romero,Guatemala,el sacramento,,beneficio ixchel,11/23/0397,"unex guatemala, s.a.",4300,oriente,LUIS RODRIGUEZ,7.83,7.67,7.33,7.33,7.67,7.83,9.33,10,9.33,7.5,81.83
855,Arabica,christina dusing,Mexico,finca muxbal,,ecc beneficio veracruz,1506543018,,1500,veracruz,MARIA MAGDALENA LUETHJE Y GRIS,7.83,7.33,7.25,7.58,7.25,7.33,10,10,10,7.25,81.83
856,Arabica,jorge francisco martinez hachity,Mexico,el deseo,,beneficio el grande,1104363377,,1250,coatepec,JORGE FRANCISCO MARTINEZ HACHITY,7.33,7.33,7.25,7.5,7.5,7.5,10,10,10,7.42,81.83
857,Arabica,nucoffee,Brazil,cianorte,,,002/1251/0361,,900-950m,cerrado,Marilsa de Fatima Peternela,7.33,7.67,7.25,7.5,7.5,7.25,10,10,10,7.33,81.83
858,Arabica,exportadora de cafe condor s.a,Colombia,,,triladora bonanza-armenia,3-68-0206,,1600-1800 msnm,huila,,7.58,7.5,7.17,7.58,7.33,7.33,10,10,10,7.33,81.83
859,Arabica,kona pacific farmers cooperative,United States (Hawaii),kona pacific farmers cooperative,,kona pacific farmers cooperative,HDOA 210281,,,kona,,7.25,7.58,7.83,7.67,7.75,7.75,9.33,9.33,10,7.33,81.83
860,Arabica,juan luis alvarado romero,Guatemala,las merceditas,11/23/0514,beneficio ixchel,11/23/0514,"unex guatemala, s.a.",1700,san marcos,ANGEL DE LEON,7.5,7.5,7.25,7.42,7.42,7.33,10,10,10,7.33,81.75
861,Arabica,"sunvirtue co., ltd.",Vietnam,apollo estate,,apollo estate,,"sunvirtue co., ltd.",1040,vietnam,Richard Yeh,7,07.08,7.33,7.5,7.5,7.33,10,10,10,8,81.75
862,Arabica,ngorogoro convenant estate,"Tanzania, United Republic Of",ngorogoro convenant estate,,ngorogoro convenant estate,C15,ngorogoro convenant estate,1500 - 1700,ngorogoro,Ngorogoro Convenant Estate,7.42,7.42,7.42,7.42,7.33,7.33,10,10,10,7.42,81.75
863,Arabica,cafe politico,Brazil,,,,2-1495-529,cafe politico,,,,7.17,7.25,7.17,7.25,7.42,8.25,10,10,10,7.25,81.75
864,Arabica,saul m. hernandez ramirez,Mexico,los magueyes,,en santa maria temaxcalapa,1702772155,,774,"tenango de doria, hidalgo","PEREZ LEMUS, FELIX",7.5,7.5,7.33,7.42,7.25,7.25,10,10,10,7.5,81.75
865,Arabica,sergio landa alarcon,Mexico,finca tepictla,,tepictla y xalapa veracruz,1104372561,,1250,tepictla,SERGIO LANDA ALARCON,7.42,7.5,7.17,7.67,7.33,7.42,10,10,10,7.25,81.75
866,Arabica,diego manuel woolrich ramirez,Mexico,"arroyo triste, arroyo triste, san jose vista hermosa",,"arroyo triste, arroyo triste, san jose vista hermosa","2037240, 2037150,1400213685",,1100,oaxaca,"CENEN TORRES CORTES, AVELINO TORES CORTES, JUAN VENTURA GUZMAN",7.42,7.5,7.33,7.58,7.33,7.33,10,10,10,7.25,81.75
867,Arabica,armando luis pohlenz martinez,Mexico,,,finca custepec,2676,beneficio custepec s.a. de c.v.,1550,la concordia,ARMANDO LUIS POHLENZ MARTINEZ,7.33,7.42,7.33,7.67,7.42,7.25,10,10,10,7.33,81.75
868,Arabica,enrique eduardo lopez aguilar,Mexico,santa cruz - pante doña graciela,,,PCO-031106-CF7,finca las nubes,1650,la concordia,GRACIELA AGUILAR PERALTA,7.5,7.42,7.25,7.33,7.67,7.25,10,10,10,7.33,81.75
869,Arabica,exportadora de cafe condor s.a,Colombia,,,trilladora bonanza - armenia quindioa,3-68-0059,exportadora de cafe condor s.a,1750 msnm,huila,,7.33,7.42,7.33,7.33,7.5,7.67,10,10,10,7.17,81.75
